,city_ascii,lat,lng,admin_name,population
21558,Akitakata,34.6631,132.7064,Hiroshima,27249.0
21602,Miki,34.2682,134.1344,Kagawa,26859.0
21648,Nayoro,44.3559,142.4632,Hokkaido,27062.0
21687,Tarui,35.3663,136.5379,Gifu,26558.0
21739,Yoro,35.3084,136.5614,Gifu,26565.0
21757,Miyanaga,33.7167,130.6667,Fukuoka,26690.0
21800,Otake,34.2333,132.2167,Hiroshima,26458.0
21803,Toin,35.0741,136.5836,Mie,25658.0
21832,Shingu,33.7167,136.0,Mie,26628.0
21956,Makubetsu,42.9085,143.3561,Hokkaido,26444.0
21974,Ora,36.2524,139.4623,Gunma,25623.0
21983,Arida,34.0833,135.1333,Wakayama,25737.0
21992,Kami,33.6,133.6833,Kochi,26376.0
22054,Saikaicho-kobago,32.9333,129.65,Nagasaki,26188.0
22196,Oguchi,35.3325,136.9078,Aichi,24234.0
22219,Nagai,38.1075,140.0405,Yamagata,25836.0
22225,Tosa,33.5,133.4333,Kochi,25665.0
22231,Omachi,36.503,137.8511,Nagano,25883.0
22257,Miyaki,33.3249,130.4546,Saga,25386.0
22262,Kunisakimachi-tsurugawa,33.5653,131.7311,Oita,25790.0
22297,Ureshinomachi-shimojuku,33.1333,130.0667,Saga,25593.0
22331,Nogi,36.2332,139.7407,Tochigi,24903.0
22332,Ishii,34.0742,134.4406,Tokushima,24856.0
22343,Mimata,31.7307,131.125,Miyazaki,25474.0
22365,Fujikawaguchiko,35.4973,138.7549,Yamanashi,25495.0
22420,Mimasaka,35.0086,134.1486,Okayama,25497.0
22493,Yamagata,35.5061,136.7811,Gifu,25325.0
22597,Aridagawa,34.0575,135.2162,Wakayama,25169.0
22614,Tono,39.3279,141.5334,Iwate,25181.0
22636,Minowa,35.915,137.9819,Nagano,24887.0
22657,Ninohe,40.2713,141.3048,Iwate,25083.0
22691,Kamo,37.6663,139.0402,Niigata,25086.0
22696,Tateyama,36.6636,137.3137,Toyama,24996.0
22711,Iki,33.7497,129.6914,Nagasaki,24873.0
22801,Nemuro,43.3301,145.5829,Hokkaido,24858.0
22821,Aso,32.9483,131.1239,Kumamoto,24820.0
22879,Oga,39.8868,139.8476,Akita,24690.0
22908,Oirase,40.5992,141.3977,Aomori,24407.0
22921,Gose,34.4667,135.7333,Nara,24317.0
22996,Nasukarasuyama,36.6569,140.1514,Tochigi,24456.0
23007,Buzen,33.6167,131.1333,Fukuoka,24369.0
23030,Sakai,36.1085,139.7949,Ibaraki,24035.0
23039,Senboku,39.7017,140.7315,Akita,24515.0
23044,Ogawara,38.0494,140.7308,Miyagi,23586.0
23232,Isa,32.0572,130.6131,Kagoshima,24131.0
23248,Kamiamakusa,32.5,130.4167,Kumamoto,23973.0
23274,Misato,38.5444,141.0567,Miyagi,23796.0
23308,Yugawara,35.1479,139.1083,Kanagawa,23480.0
23367,Wajimazakimachi,37.3906,136.8992,Ishikawa,23906.0
23400,Ikeda,35.4423,136.573,Gifu,23310.0
23427,Nyuzen,36.9335,137.5021,Toyama,23537.0
23450,Takehara,34.3333,132.9167,Hiroshima,23631.0
23485,Hachimantai,39.9561,141.0711,Iwate,23742.0
23506,Tadotsu,34.2729,133.7586,Kagawa,22813.0
23631,Miyoshi,34.026,133.8072,Tokushima,23500.0
23658,Nasu,37.0198,140.121,Tochigi,23435.0
23688,Kumano,34.3358,132.5847,Hiroshima,22760.0
23740,Nakagusuku,26.2678,127.7914,Okinawa,21924.0
23761,Yoshioka,36.4474,139.0097,Gunma,22234.0
23768,Minamata,32.2167,130.4,Kumamoto,23155.0
23779,Mine,34.1631,131.2083,Yamaguchi,23236.0
23792,Gobo,33.8833,135.15,Wakayama,22744.0
23805,Nakashunbetsu,43.5552,144.9714,Hokkaido,23211.0
23904,Nikaho,39.203,139.9077,Akita,22981.0
23910,Meiwa,34.55,136.6167,Mie,22523.0
23950,Ono,35.4706,136.6276,Gifu,22375.0
24016,Ayagawa,34.2496,133.923,Kagawa,22730.0
24028,Mihama,34.7789,136.9082,Aichi,22440.0
24030,Gotsucho,35.0167,132.2167,Shimane,22838.0
24189,Uenohara,35.6302,139.1113,Kanagawa,22557.0
24242,Furukawa,36.2381,137.1862,Gifu,22585.0
24251,Yokoshibahikari,35.6658,140.5048,Chiba,22271.0
24343,Otsuki,35.6106,138.94,Yamanashi,22356.0
24383,Takahata,38.0027,140.1891,Yamagata,22242.0
24417,Murayama,38.4833,140.3833,Yamagata,22222.0
24556,Honmachi,36.0609,136.5006,Fukui,22047.0
24572,Shiroishi,33.1811,130.1434,Saga,21902.0
24644,Bungotakada,33.55,131.45,Oita,21901.0
24730,Shinhidaka,42.3413,142.3686,Hokkaido,21873.0
24745,Fukuyoshi,33.6832,130.78,Fukuoka,21360.0
24749,Yabu,35.4,134.7667,Hyogo,21813.0
24752,Mashiko,36.4673,140.0934,Tochigi,21621.0
24800,Etajima,34.2167,132.45,Hiroshima,21557.0
24840,Kami,38.5718,140.8548,Miyagi,21666.0
25018,Aisho,35.1688,136.2123,Shiga,20913.0
25049,Matsuura,33.3333,129.7167,Nagasaki,21261.0
25101,Shisui,35.7249,140.2695,Chiba,20278.0
25105,Mobetsu,44.3564,143.3544,Hokkaido,21317.0
25205,Yachiyo,36.1816,139.8911,Ibaraki,20838.0
25248,Hino,35.018,136.246,Shiga,20945.0
25261,Furano,43.342,142.3832,Hokkaido,21071.0
25497,Ino,33.5487,133.4278,Kochi,20750.0
25579,Shimogamo,34.6795,138.9453,Shizuoka,20499.0
25649,Nishigo,37.1417,140.1554,Fukushima,20508.0
25674,Ryuyo,34.6783,137.8167,Shizuoka,19756.0
25683,Bibai,43.3329,141.8538,Hokkaido,20507.0
25686,Susaki,33.3925,133.2931,Kochi,20424.0
25704,Namegawa,36.066,139.361,Saitama,19885.0
25729,Sakae,35.8408,140.2439,Chiba,19902.0
25750,Tobe,33.7492,132.7922,Ehime,20290.0
25752,Takanabe,32.128,131.5033,Miyazaki,20030.0
25882,Rumoi,43.941,141.637,Hokkaido,20260.0
25888,Hirokawa,33.2415,130.5515,Fukuoka,19801.0
25923,Hakui,36.8936,136.779,Ishikawa,20031.0
26015,Satsuma,31.9057,130.4556,Kagoshima,20093.0
26043,Fukagawa,43.7233,142.0536,Hokkaido,20086.0
26084,Makurazaki,31.2728,130.2969,Kagoshima,19817.0
26093,Shirahama,33.6781,135.3481,Wakayama,19976.0
26110,Shonai,38.8499,139.9047,Yamagata,19977.0
26226,Yosano,35.5653,135.1529,Kyoto,19726.0
26285,Echizen,35.9742,136.1298,Fukui,19708.0
26295,Kitatajima,35.9821,139.4816,Saitama,19362.0
26331,Karuizawa,36.3484,138.597,Gunma,19648.0
26360,Taketa,32.9667,131.4,Oita,19688.0
26506,Fukusaki,34.9503,134.7603,Hyogo,19143.0
26523,Ibigawa,35.4873,136.5686,Gifu,19519.0
26572,Godo,35.4174,136.6085,Gifu,18505.0
26585,Kushiro,42.9961,144.4661,Hokkaido,19391.0
26599,Onga,33.8479,130.6683,Fukuoka,18609.0
26621,Mino,35.5448,136.9076,Gifu,19266.0
26640,Kamiichi,36.6984,137.3624,Toyama,19318.0
26660,Iiyama,36.8516,138.3655,Nagano,19279.0
26662,Mukaiengaru,44.0621,143.5276,Hokkaido,19358.0
26696,Taka,35.0503,134.9234,Hyogo,19227.0
26796,Ainan,32.9667,132.5833,Ehime,19131.0
26798,Mure,34.3376,134.1397,Kagawa,18108.0
26813,Sukumo,32.9333,132.7167,Kochi,19124.0
26844,Arita,33.2106,129.849,Saga,18867.0
26849,Akune,32.0167,130.2167,Kagoshima,19009.0
26851,Aizumisato,37.4649,139.8342,Fukushima,19078.0
26856,Shichigahama,38.3045,141.0591,Miyagi,17793.0
26873,Eiheiji,36.0922,136.2987,Fukui,18921.0
26905,Shimomura,36.0696,138.0802,Nagano,18801.0
26999,Motomachi,43.8242,144.1074,Hokkaido,18943.0
27132,Heguri,34.6292,135.7006,Nara,18088.0
27227,Miyatoko,33.6992,130.9202,Fukuoka,18599.0
27326,Tatsuno,35.9824,137.9876,Nagano,18503.0
27337,Misato,39.4616,140.5821,Akita,18493.0
27341,Yoshimi,36.0399,139.4538,Saitama,18133.0
27343,Kunitomi,31.9906,131.3235,Miyazaki,18460.0
27390,Ranzan,36.0565,139.3205,Saitama,17954.0
27408,Toyono,34.9189,135.4941,Osaka,18011.0
27427,Kitanakagusuku,26.3011,127.7931,Okinawa,17038.0
27521,Taku,33.2833,130.1167,Saga,18215.0
27540,Yoichi,43.1953,140.7835,Hokkaido,18252.0
27555,Memuro-minami,42.9119,143.0508,Hokkaido,18329.0
27571,Shika,37.0062,136.778,Ishikawa,18275.0
27600,Oyama,35.3601,138.9873,Kanagawa,18181.0
27649,Kishi,35.3364,139.1232,Kanagawa,18204.0
27659,Oi,35.3266,139.1565,Kanagawa,17062.0
27663,Kiyama,33.427,130.5232,Fukuoka,17455.0
27681,Rikuzen-Takata,39.028,141.6254,Iwate,18153.0
27751,Minamishibetsucho,44.1786,142.4001,Hokkaido,18138.0
27879,Shirosato,36.4792,140.3762,Ibaraki,17916.0
28005,Arai,34.6833,137.5667,Shizuoka,16975.0
28036,Mitake,35.4344,137.1307,Gifu,17536.0
28098,Kahoku,38.4263,140.3143,Yamagata,17435.0
28175,Kitahiroshima,34.6746,132.5384,Hiroshima,17669.0
28260,Hinode,35.7421,139.2574,Tokyo,17016.0
28293,Toba,34.4813,136.8434,Mie,17421.0
28313,Ebino,32.0333,130.8167,Miyazaki,17508.0
28318,Shin-Kamigoto,32.9844,129.0733,Nagasaki,17479.0
28326,Miharu,37.4406,140.4932,Fukushima,17319.0
28395,Kadogawa,32.4712,131.6461,Miyazaki,17341.0
28421,Mori,34.8356,137.9271,Shizuoka,17333.0
28462,Manno,34.1923,133.8414,Kagawa,17324.0
28640,Minakami,36.6786,138.9991,Gunma,17223.0
28641,Minamichita,34.7151,136.9298,Aichi,16805.0
28672,Tsuiki,33.6561,131.0562,Fukuoka,17067.0
28807,Yabuki,37.2013,140.3386,Fukushima,16823.0
29045,Kumage,34.0495,131.969,Yamaguchi,16666.0
29046,Oyodo,34.3906,135.7897,Nara,16469.0
29047,Katsuura,35.15,140.3167,Chiba,16723.0
29158,Kushima,31.4681,131.2467,Miyazaki,16744.0
29182,Kawagoe,35.0167,136.6667,Mie,15048.0
29191,Shintomi,32.0689,131.488,Miyazaki,16495.0
29236,Sunagawa,43.4948,141.9035,Hokkaido,16513.0
29264,Yoshinogari,33.3212,130.3989,Saga,16324.0
29286,Shiraoi,42.5512,141.3559,Hokkaido,16638.0
29303,Miyazu,35.5333,135.2,Kyoto,16564.0
29321,Mifune,32.7146,130.8019,Kumamoto,16468.0
29326,Nakanoto,36.9889,136.9015,Ishikawa,16442.0
29398,Nanbu,40.4206,141.3303,Aomori,16449.0
29447,Tohoku,40.7279,141.2579,Aomori,16449.0
29595,Oarai,36.3133,140.5749,Ibaraki,15696.0
29654,Kumiyama,34.8814,135.7328,Kyoto,15200.0
29667,Kotoura,35.5,133.7,Tottori,16167.0
29792,Yurihama,35.4899,133.8646,Tottori,15972.0
29811,Owase,34.0708,136.191,Mie,16079.0
29830,Aki,33.5,133.9,Kochi,16090.0
29876,Minamiminowa,35.8729,137.9751,Nagano,15727.0
29877,Kanan,34.4917,135.6296,Osaka,15497.0
29902,Nagasu,32.9297,130.4528,Kumamoto,15299.0
29937,Tachiarai,33.3724,130.6224,Fukuoka,15387.0
30176,Tsukumiura,33.0667,131.8667,Oita,15664.0
30197,Gonohe,40.5312,141.308,Aomori,15761.0
30199,Kumano,33.8886,136.1002,Mie,15806.0
30292,Miyota,36.3223,138.5068,Nagano,15494.0
30294,Matsushige,34.1339,134.5803,Tokushima,14723.0
30307,Kasumi,35.6333,134.6333,Hyogo,15704.0
30338,Yazu,35.4092,134.2505,Tottori,15642.0
30362,Yakumo,42.256,140.2652,Hokkaido,15674.0
30365,Ashikita,32.2991,130.4932,Kumamoto,15621.0
30397,Kasagi,34.2965,135.5037,Wakayama,15565.0
30407,Tobetsu,43.2237,141.517,Hokkaido,15618.0
30424,Tone,35.8578,140.1392,Ibaraki,15035.0
30447,Shizukuishi,39.6963,140.9758,Iwate,15589.0
30513,Shimanto,33.2117,133.1369,Kochi,15540.0
30521,Sayo,35.0042,134.3558,Hyogo,15508.0
30527,Kawasaki,33.6,130.8149,Fukuoka,15134.0
30553,Daigo,36.7681,140.3552,Ibaraki,15491.0
30622,Tamaki,34.4902,136.6308,Mie,15113.0
30681,Kanegasaki,39.1957,141.1163,Iwate,15337.0
30693,Daisen,35.5,133.5,Tottori,15336.0
30754,Wakuya,38.5397,141.1282,Miyagi,15177.0
30785,Noto,37.3103,137.1477,Ishikawa,15280.0
30801,Kurate,33.7919,130.6742,Fukuoka,14901.0
30802,Kawaminami,32.192,131.5259,Miyazaki,15151.0
30832,Kamitonda,33.6963,135.4288,Wakayama,15040.0
30886,Kujukuri,35.5333,140.4333,Chiba,14652.0
30905,Uchiko,33.533,132.6583,Ehime,15191.0
30926,Nakanojomachi,36.5898,138.841,Gunma,15186.0
30966,Kutchan,42.9017,140.7589,Hokkaido,15123.0
31057,Anpachi,35.3353,136.6654,Gifu,14330.0
31127,Aizubange,37.5615,139.8216,Fukushima,14906.0
31158,Haga,36.5483,140.0582,Tochigi,14833.0
31227,Mitane,40.1016,140.005,Akita,14944.0
31235,Nakagawa,36.7363,140.1726,Tochigi,14921.0
31302,Sera,34.5868,133.0566,Hiroshima,14878.0
31311,Misaki,34.3169,135.1421,Osaka,14629.0
31351,Mori,42.105,140.5764,Hokkaido,14851.0
31381,Fujisaki,40.6561,140.5028,Aomori,14478.0
31418,Betsukai,43.3938,145.1175,Hokkaido,14828.0
31477,Hirono,40.4085,141.7187,Iwate,14757.0
31482,Tabuse,33.9547,132.0414,Yamaguchi,14515.0
31489,Obanazawa,38.6,140.4,Yamagata,14760.0
31521,Kushimoto,33.4667,135.7833,Wakayama,14661.0
31525,Nishinoomote,30.7322,130.9967,Kagoshima,14694.0
31587,Ashiya,33.8938,130.6639,Fukuoka,13559.0
31616,Suo-Oshima,33.9276,132.1952,Yamaguchi,14605.0
31630,Shinto,36.4384,138.9671,Gunma,14193.0
31696,Ichikawamisato,35.5652,138.5024,Yamanashi,14458.0
31774,Oki,33.2104,130.4398,Fukuoka,13847.0
31788,Hasami,33.1379,129.8955,Nagasaki,14332.0
31807,Miho,36.0045,140.3019,Ibaraki,14355.0
31846,Asagiri,32.2403,130.8979,Kumamoto,14448.0
31977,Kihoku,34.2114,136.3372,Mie,14392.0
31982,Yamada,39.4677,141.9489,Iwate,14388.0
32079,Itakura,36.2259,139.6019,Gunma,14039.0
32080,Furukawamen,33.2384,129.6504,Nagasaki,13942.0
32106,Tsukawaki,33.2832,131.1515,Oita,14306.0
32120,Ishikawa,37.1571,140.4468,Fukushima,14222.0
32196,Taki,34.4961,136.5462,Mie,14160.0
32209,Kawaii,38.0045,140.0458,Yamagata,14196.0
32242,Shichinohe,40.7447,141.1579,Aomori,14217.0
32247,Hokuei,35.4833,133.7667,Tottori,14010.0
32272,Hayashima,34.6006,133.8283,Okayama,12584.0
32285,Sakaki,36.4618,138.1801,Nagano,13967.0
32301,Minamiaizu,37.2004,139.7732,Fukushima,14204.0
32337,Seiro,37.9745,139.2742,Niigata,13823.0
32346,Kadena,26.3616,127.7553,Okinawa,13301.0
32368,Kakunodatemachi,39.5963,140.562,Akita,14138.0
32374,Kisanuki,31.3444,130.9452,Kagoshima,14114.0
32404,Chosei,35.4167,140.35,Chiba,13656.0
32417,Fujikawa,35.5612,138.4613,Yamanashi,14004.0
32589,Taishi,34.5187,135.6476,Osaka,13092.0
32606,Nachikatsuura,33.6261,135.9411,Wakayama,13930.0
32624,Tako,35.7356,140.4677,Chiba,13804.0
32690,Wakasa,35.5489,135.9082,Fukui,13867.0
32695,Fujimi,35.9146,138.2407,Nagano,13844.0
32719,Kamigori,34.8736,134.3561,Hyogo,13835.0
32764,Higashimiyoshi,34.0368,133.9369,Tokushima,13776.0
32774,Hatoyama,35.9815,139.3341,Saitama,13365.0
32832,Yamanobe,38.2891,140.2622,Yamagata,13610.0
32894,Shodoshima,34.4798,134.3089,Kagawa,13646.0
32906,Chiran,31.3783,130.4416,Kagoshima,13667.0
32916,Tarumizu,31.5228,130.7594,Kagoshima,13688.0
32984,Kawatana,33.0728,129.8613,Nagasaki,13370.0
33105,Okinoshima,36.2091,133.3218,Shimane,13595.0
33189,Ugo,39.1993,140.4129,Akita,13547.0
33330,Keisen,33.5788,130.6781,Fukuoka,12876.0
33395,Wake,34.8029,134.1575,Okayama,13373.0
33423,Itano,34.1443,134.4626,Tokushima,13087.0
33442,Inawashiro,37.5578,140.1048,Fukushima,13403.0
33470,Saka,34.3412,132.5136,Hiroshima,12611.0
33505,Matsushima,38.3802,141.0673,Miyagi,13151.0
33554,Tonosho,35.8372,140.6687,Chiba,13085.0
33560,Yakage,34.6275,133.5872,Okayama,13218.0
33576,Kamikawa,36.2139,139.1017,Saitama,13077.0
33585,Tanagura,37.0299,140.3796,Fukushima,13264.0
33635,Hashikami,40.4525,141.6211,Aomori,13176.0
33639,Motobu,26.6575,127.8978,Okinawa,13073.0
33714,Shin'onsen,35.6235,134.4489,Hyogo,13213.0
33773,Yamato,32.6858,130.9859,Kumamoto,13210.0
34007,Tonosho,34.4869,134.1884,Kagawa,12915.0
34208,Itayanagi,40.6959,140.4572,Aomori,12681.0
34249,Yuza,39.0148,139.9088,Yamagata,12895.0
34265,Misaki,34.9979,133.9582,Okayama,12889.0
34286,Takamori,35.5138,137.8739,Nagano,12650.0
34300,Asahi,35.0343,136.6644,Mie,11070.0
34507,Suzu,37.4363,137.2605,Ishikawa,12746.0
34522,Ashibetsu,43.5182,142.1896,Hokkaido,12775.0
34547,Kanra,36.243,138.9218,Gunma,12567.0
34586,Kyotamba,35.1699,135.4194,Kyoto,12714.0
34607,Shirataka,38.1831,140.0986,Yamagata,12663.0
34715,Kasaishi,37.2528,140.3434,Fukushima,12282.0
34787,Kawamata,37.665,140.5983,Fukushima,12537.0
34853,Matsukawa,35.5972,137.9097,Nagano,12435.0
35056,Nobeji,40.8644,141.1287,Aomori,12352.0
35106,Tsuruta,40.7588,140.4284,Aomori,12211.0
35248,Higashiagatsuma,36.5714,138.8203,Gunma,12356.0
35443,Marumori,37.9114,140.7654,Miyagi,12251.0
35454,Sakawa,33.5008,133.2866,Kochi,12170.0
35594,Osako,31.4292,131.0059,Kagoshima,12092.0
35664,Hirao,33.9379,132.0732,Yamaguchi,11831.0
35673,Hodatsushimizu,36.8627,136.7976,Ishikawa,12061.0
35701,Iwanai,42.9798,140.5146,Hokkaido,11982.0
35760,Ichinomiya,35.3667,140.3667,Chiba,11622.0
35785,Iwate,39.9728,141.2122,Iwate,12078.0
35836,Ryuo,35.0608,136.1245,Shiga,11821.0
35981,Urakawa,42.1684,142.7682,Hokkaido,11998.0
36078,Tosashimizu,32.7833,132.95,Kochi,11925.0
36162,Yamamoto,37.9627,140.8781,Miyagi,11736.0
36179,Kagamino,35.0918,133.933,Okayama,11882.0
36270,Satosho,34.5138,133.5569,Okayama,10969.0
36297,Yakushima,30.3903,130.6515,Kagoshima,11829.0
36584,Kamiita,34.1213,134.4049,Tokushima,11370.0
36585,Motegi,36.5321,140.1876,Tochigi,11631.0
36609,Mitai,32.7117,131.3077,Miyazaki,11642.0
36611,Koori,37.8547,140.5207,Fukushima,11425.0
36613,Minabe,33.7725,135.3206,Wakayama,11594.0
36682,Hidaka,42.4803,142.0743,Hokkaido,11648.0
36795,Okuizumo,35.1973,133.0023,Shimane,11570.0
36824,Muroto-misakicho,33.29,134.1519,Kochi,11543.0
36875,Yuasa,34.0294,135.1903,Wakayama,11038.0
36910,Tagami,37.6988,139.058,Niigata,11200.0
36919,Kin,26.4562,127.926,Okinawa,11252.0
36936,Higashiizu,34.7667,139.0333,Shizuoka,11389.0
36953,Kuriyama,43.0563,141.7843,Hokkaido,11474.0
37164,Zao,38.0981,140.6587,Miyagi,11360.0
37256,Ichikai,36.5431,140.1022,Tochigi,11205.0
37347,Ichinohe,40.2129,141.2954,Iwate,11296.0
37355,Chiyoda,36.2178,139.4424,Gunma,10831.0
37375,Honmachi,43.9115,144.6708,Hokkaido,11302.0
37497,Meiwa,36.2113,139.5342,Gunma,10714.0
37666,Ogose,35.9645,139.2942,Saitama,10905.0
37706,Ichikawa,34.9893,134.7633,Hyogo,11023.0
37721,Yamanouchi,36.7446,138.4127,Nagano,11106.0
37733,Nakagawa,33.9511,134.6622,Tokushima,10576.0
37753,Hikawadai,32.5825,130.6737,Kumamoto,11038.0
37762,Shoo,35.0418,134.1162,Okayama,10933.0
37839,Miyato,36.1772,139.1814,Gunma,10783.0
37924,Onna,26.4833,127.85,Okinawa,10852.0
37934,Obuse,36.6975,138.3121,Nagano,10510.0
37984,Hakone,35.1894,139.0247,Kanagawa,10925.0
38162,Minamiise,34.3521,136.7036,Mie,10926.0
38178,Matsuda-soryo,35.3482,139.1394,Kanagawa,10682.0
38186,Minamisanriku,38.6806,141.4624,Miyagi,10896.0
38338,Asahi,36.9462,137.5599,Toyama,10852.0
38535,Ogano,36.0171,139.0086,Saitama,10751.0
38630,Otsuchi,39.3582,141.8994,Iwate,10719.0
38658,Iwai,35.5833,134.3333,Tottori,10675.0
38783,Nakayama,38.3331,140.2831,Yamagata,10617.0
38915,Tokigawa,36.0086,139.2968,Saitama,10470.0
38926,Shirako,35.4543,140.3742,Chiba,10280.0
38956,Murata,38.1185,140.7224,Miyagi,10506.0
39023,Kamikawa,35.0642,134.7397,Hyogo,10557.0
39055,Rokunohe,40.6095,141.3248,Aomori,10473.0
39116,Naganuma,43.0102,141.6951,Hokkaido,10515.0
39147,Hoki,35.3852,133.4073,Tottori,10491.0
39198,Kamifurano,43.4556,142.4672,Hokkaido,10500.0
39221,Kiho,33.7333,136.0,Mie,10404.0
39222,Kibichuo,34.8634,133.6935,Okayama,10495.0
39381,Minobu,35.4675,138.4424,Yamanashi,10440.0
39446,Kiso,35.9363,137.7831,Nagano,10429.0
39672,Nanbu,35.3403,133.3267,Tottori,10275.0
39871,Higashikagura,43.6966,142.4515,Hokkaido,10152.0
39895,Tokunoshima,27.7266,129.0187,Okinawa,10194.0
39910,Minamiaso,32.8167,131.0333,Kumamoto,10212.0
39966,Iizuna,36.7547,138.2355,Nagano,10134.0
40040,Nishi,32.2011,130.8411,Kumamoto,10121.0
40128,Shioya,36.7776,139.8506,Tochigi,10152.0
40150,Kushijima,32.7401,130.7573,Kumamoto,9624.0
40199,Takahama,35.4903,135.551,Fukui,10047.0
40218,Kawara,33.668,130.8473,Fukuoka,9955.0
40310,Yaotsu,35.476,137.1416,Gifu,10070.0
40328,Rokkasho,40.9672,141.3744,Aomori,10099.0
40338,Iwashita,32.6516,130.8114,Kumamoto,9963.0
40361,Kuroshio,33.0167,133.0167,Kochi,10073.0
40396,Onan,34.8939,132.4378,Shimane,10086.0
40440,Sakuho,36.161,138.4834,Nagano,10042.0
40501,Tsuno,32.2565,131.5597,Miyazaki,9972.0
40629,Kami-kawabe,35.4866,137.0707,Gifu,9784.0
40659,Hiranai,40.9259,140.9559,Aomori,9964.0
41158,Biei,43.5883,142.4669,Hokkaido,9775.0
41270,Nakao,35.3307,139.2188,Kanagawa,9272.0
41315,Akabira,43.5581,142.0442,Hokkaido,9644.0
41607,Yamakita,35.3606,139.0838,Kanagawa,9530.0
41705,Ikeda,36.4212,137.8746,Nagano,9292.0
41730,Nakoushi,26.6825,127.9728,Okinawa,9275.0
41778,Minano,36.0708,139.0988,Saitama,9338.0
42114,Shimizu,43.0113,142.8846,Hokkaido,9305.0
42330,Hirayama,33.6467,130.5001,Fukuoka,8986.0
42416,Fujisawacho-niinuma,38.8585,141.3493,Iwate,9112.0
42423,Nagaoki,32.9781,130.6057,Kumamoto,9092.0
42521,Iijima,35.6767,137.9198,Nagano,9038.0
42916,Sekimachi,33.0598,130.5438,Kumamoto,8821.0
43110,Taragi,32.264,130.9357,Kumamoto,8800.0
43111,Soeda,33.5718,130.854,Fukuoka,8786.0
43150,Otaki,35.2852,140.2454,Chiba,8762.0
43245,Miyada,35.7689,137.9443,Nagano,8616.0
43406,Hakubacho,36.6981,137.8619,Nagano,8621.0
43466,Takaharu,31.9284,131.0079,Miyazaki,8511.0
43516,Iwaizumi,39.8431,141.7964,Iwate,8549.0
44112,Torihama,35.6006,135.9406,Fukui,9643.0
